group,session,mic,wav_file,filepath,audio_data,sample_rate,length,target
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0033.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0033.wav,"[-1.31225586e-03 -3.05175781e-05  3.63159180e-03 ... -3.54003906e-03
  2.38037109e-03 -2.13623047e-03]",16000,6.45,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0034.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0034.wav,"[ 3.96728516e-04 -9.15527344e-04 -6.10351562e-05 ...  6.10351562e-05
  3.17382812e-03  9.76562500e-04]",16000,3.15,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0035.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0035.wav,"[ 1.03759766e-03  3.05175781e-05  5.18798828e-04 ... -1.55639648e-03
 -2.86865234e-03  1.80053711e-03]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0036.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0036.wav,"[ 0.00341797 -0.00027466 -0.00057983 ... -0.00067139 -0.00082397
 -0.00097656]",16000,5.25,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0037.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0037.wav,"[-6.10351562e-05  2.25830078e-03  2.44140625e-04 ...  3.66210938e-04
  5.52368164e-03 -3.72314453e-03]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0038.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0038.wav,"[ 0.00091553  0.00338745 -0.00039673 ... -0.00268555  0.00183105
  0.00112915]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0039.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0039.wav,"[-0.00271606 -0.00018311  0.0015564  ... -0.00073242  0.0007019
  0.00463867]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0040.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0040.wav,"[-0.00146484 -0.00317383  0.00204468 ... -0.00198364 -0.00112915
  0.00024414]",16000,5.7,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0041.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0041.wav,"[ 0.00158691 -0.00128174  0.00152588 ... -0.00183105 -0.00213623
  0.00097656]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0042.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0042.wav,"[-0.0027771  -0.00216675  0.         ...  0.00183105 -0.00140381
 -0.00350952]",16000,3.75,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0043.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0043.wav,"[-2.68554688e-03  3.84521484e-03  7.32421875e-04 ...  2.13623047e-03
 -1.09863281e-03 -9.15527344e-05]",16000,3.45,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0044.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0044.wav,"[ 0.00100708 -0.00082397  0.00134277 ...  0.00204468 -0.00140381
  0.00106812]",16000,4.5,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0045.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0045.wav,"[ 0.00100708  0.00253296 -0.00250244 ... -0.00094604 -0.00216675
 -0.00119019]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0046.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0046.wav,"[ 0.00015259 -0.0007019  -0.00198364 ... -0.00280762 -0.00109863
  0.00427246]",16000,6.75,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0047.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0047.wav,"[ 0.00042725 -0.00024414  0.00119019 ...  0.00302124 -0.00109863
  0.00228882]",16000,5.55,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0048.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0048.wav,"[ 0.00030518 -0.00061035 -0.0012207  ... -0.00109863  0.00085449
  0.00152588]",16000,3.9,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0049.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0049.wav,"[-1.22070312e-04  2.92968750e-03  6.10351562e-04 ...  3.35693359e-04
  3.05175781e-04 -6.10351562e-05]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0050.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0050.wav,"[ 0.00201416  0.00088501 -0.0007019  ... -0.00198364  0.00335693
 -0.00247192]",16000,3.45,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0051.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0051.wav,"[-0.00131226  0.00350952 -0.00082397 ...  0.00216675 -0.00213623
 -0.00186157]",16000,3.0,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0052.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0052.wav,"[-1.34277344e-03  4.82177734e-03 -3.05175781e-05 ...  0.00000000e+00
 -4.57763672e-04  3.50952148e-03]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0053.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0053.wav,"[-0.00167847  0.0027771   0.00588989 ... -0.00033569  0.00167847
 -0.00024414]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0054.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0054.wav,"[ 1.70898438e-03 -6.40869141e-04 -3.05175781e-05 ... -4.48608398e-03
  3.96728516e-03  5.49316406e-04]",16000,5.7,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0055.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0055.wav,"[-0.00161743 -0.00015259  0.0017395  ... -0.00180054 -0.00042725
 -0.00024414]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0056.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0056.wav,"[-0.00393677 -0.00061035  0.00509644 ... -0.00012207 -0.00283813
 -0.00021362]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0057.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0057.wav,"[-8.85009766e-04 -1.83105469e-03  9.15527344e-05 ... -1.92260742e-03
  4.88281250e-04 -5.18798828e-04]",16000,3.75,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0058.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0058.wav,"[ 0.0007019  -0.00094604 -0.00140381 ...  0.00238037 -0.00109863
  0.00164795]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0059.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0059.wav,"[ 0.00061035 -0.00192261  0.00201416 ...  0.00094604 -0.00048828
 -0.00289917]",16000,6.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0060.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0060.wav,"[ 0.00064087 -0.00085449  0.0017395  ...  0.00234985 -0.00039673
 -0.00265503]",16000,3.0,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0061.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0061.wav,"[ 0.00183105  0.00039673 -0.00204468 ...  0.00335693  0.00094604
 -0.00213623]",16000,7.2,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0062.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0062.wav,"[ 0.00167847 -0.00170898 -0.00036621 ...  0.00158691 -0.00125122
 -0.00024414]",16000,3.0,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0063.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0063.wav,"[ 0.00045776  0.00149536 -0.00592041 ...  0.00210571 -0.00042725
  0.00048828]",16000,3.45,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0064.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0064.wav,"[ 0.00125122 -0.00131226  0.00408936 ...  0.00424194 -0.00271606
 -0.00067139]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0065.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0065.wav,"[ 0.00024414  0.00149536  0.00100708 ...  0.          0.00112915
 -0.00289917]",16000,3.45,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0066.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0066.wav,"[ 0.00125122  0.00387573  0.00115967 ...  0.00149536 -0.00326538
  0.00027466]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0067.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0067.wav,"[ 0.00027466 -0.00427246  0.00308228 ...  0.00149536 -0.00152588
  0.        ]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0068.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0068.wav,"[ 0.00430298 -0.0017395   0.00094604 ...  0.00344849 -0.00073242
 -0.00427246]",16000,3.75,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0069.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0069.wav,"[ 1.46484375e-03 -3.05175781e-05 -8.85009766e-04 ... -9.76562500e-04
  3.54003906e-03 -5.49316406e-04]",16000,3.0,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0070.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0070.wav,"[-0.00201416 -0.00085449  0.0012207  ... -0.00280762  0.00140381
  0.00067139]",16000,3.45,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0071.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0071.wav,"[ 0.00021362  0.00241089 -0.00311279 ...  0.00448608 -0.00177002
 -0.00180054]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0072.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0072.wav,"[ 2.07519531e-03  9.15527344e-05 -1.28173828e-03 ...  1.28173828e-03
  1.34277344e-03 -2.86865234e-03]",16000,6.75,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0073.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0073.wav,"[ 0.00302124  0.00216675 -0.00183105 ...  0.00195312 -0.00479126
  0.00180054]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0074.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0074.wav,"[ 0.00018311 -0.00085449  0.00015259 ...  0.0015564  -0.00125122
  0.0005188 ]",16000,4.05,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0075.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0075.wav,"[-1.03759766e-03  3.05175781e-05  1.31225586e-03 ... -1.52587891e-03
  1.80053711e-03 -3.66210938e-04]",16000,5.4,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0076.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0076.wav,"[-0.00457764  0.00158691  0.00448608 ... -0.00149536 -0.00146484
 -0.00369263]",16000,4.95,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0077.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0077.wav,"[-0.00091553  0.00341797 -0.00228882 ... -0.00180054 -0.00024414
 -0.00183105]",16000,3.75,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0078.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0078.wav,"[ 0.0015564  -0.00228882  0.00073242 ...  0.00085449 -0.00036621
 -0.00183105]",16000,3.0,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0079.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0079.wav,"[ 1.46484375e-03 -6.40869141e-04 -7.01904297e-04 ...  1.67846680e-03
  1.22070312e-04 -6.10351562e-05]",16000,2.85,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0080.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0080.wav,"[ 0.00021362 -0.00216675  0.00256348 ...  0.00146484 -0.00042725
  0.0022583 ]",16000,12.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0081.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0081.wav,"[ 0.00247192  0.00015259 -0.00180054 ...  0.00054932 -0.0010376
 -0.00085449]",16000,3.0,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0082.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0082.wav,"[-0.00189209 -0.00024414  0.00073242 ...  0.00033569  0.00067139
  0.00015259]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0083.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0083.wav,"[-0.00039673 -0.00112915 -0.00012207 ...  0.00015259 -0.00146484
 -0.0007019 ]",16000,3.15,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0084.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0084.wav,"[ 0.00314331 -0.00192261  0.00015259 ...  0.00357056  0.00186157
 -0.00073242]",16000,4.35,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0085.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0085.wav,"[ 4.57763672e-04 -3.63159180e-03 -4.27246094e-04 ...  9.76562500e-04
 -9.15527344e-05 -2.10571289e-03]",16000,4.2,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0086.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0086.wav,"[-0.0020752  -0.00408936  0.0043335  ... -0.00054932  0.00027466
  0.0005188 ]",16000,3.6,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0087.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0087.wav,"[ 1.28173828e-03 -2.44140625e-03  1.83105469e-04 ... -4.97436523e-03
  1.28173828e-03  6.10351562e-05]",16000,3.45,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0088.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0088.wav,"[ 0.00527954 -0.00317383  0.0020752  ...  0.00183105 -0.00091553
 -0.00100708]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0089.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0089.wav,"[-1.37329102e-03  3.35693359e-03 -2.28881836e-03 ...  6.10351562e-05
  1.67846680e-03 -2.80761719e-03]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0090.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0090.wav,"[ 2.10571289e-03 -1.89208984e-03  8.23974609e-04 ...  4.57763672e-04
  2.77709961e-03  6.10351562e-05]",16000,7.35,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0091.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0091.wav,"[ 0.00186157 -0.00128174 -0.00262451 ...  0.          0.00280762
  0.00024414]",16000,3.15,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0092.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0092.wav,"[-0.0017395  -0.00280762  0.00231934 ...  0.00338745 -0.00088501
  0.00021362]",16000,3.3,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0093.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0093.wav,"[-0.00289917  0.00067139  0.00177002 ... -0.00378418  0.00204468
  0.00152588]",16000,3.0,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0094.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0094.wav,"[ 0.00134277 -0.00180054 -0.00219727 ...  0.00112915 -0.00039673
  0.        ]",16000,3.45,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0095.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0095.wav,"[-0.00274658  0.00415039  0.00152588 ...  0.00057983  0.00195312
 -0.00027466]",16000,3.9,0
F_Con,FC01S01,arrayMic,wav_arrayMic_FC01S01_0096.wav,TORGO\F_Con\wav_arrayMic_FC01S01\wav_arrayMic_FC01S01_0096.wav,"[-0.00054932 -0.00076294 -0.00146484 ...  0.00024414  0.00305176
 -0.00183105]",16000,3.3,0
